DUNS_NUMBER;CAE1;NOME;MORADA;LOCALIDADE;COD_POSTAL;ENDERECO_POSTAL;CONCELHO;DISTRITO;TELEFONE;FAX;EMAIL;WEBSITE;NUMERO_CONTRIBUINTE;VENDAS;EMPREGADOS;FUNCAO_E7;TITULO_ACADEMICO_E7;NOME_E7
452162076;43222;SOUSA PEDRO - PROJECTOS E GESTÃO DE INSTALAÇÕES TÉCNICAS, S.A.;RUA TERRA DAS VINHAS - QUINTA DOS PISÕES;ALBARRAQUE;2635-089;RIO DE MOURO;SINTRA;LISBOA;219157600;219151231;sp.gil@mail.telepac.pt;www.sousapedro.com;501611444;37023425.05;201;Director de Marketing;;Vítor Escudero
457223188;49410;N.D. (PORTUGAL) TRANSPORTES, LDA;ESTRADA NACIONAL 107, KM 8.7 - PEDRAS RUBRAS;MAIA;4470-628;MAIA;MAIA;PORTO;229999740;229999750;ndportugal@norbert-dentressangle.com;www.norbert-dentressangle.com;500461481;37011228.96;199;Director de Marketing;;Paulo Melo
336726109;46362;CADBURY ADAMS - PRODUTOS DE CONFEITARIA, LDA;AVENIDA DO FORTE, 3 1º SUECIA III;CARNAXIDE;2790-073;CARNAXIDE;OEIRAS;LISBOA;214257400;214257401;;;505763559;37000000;94;Director de Marketing;Dra.;Ana Sofia Macedo
453142861;46510;EPSON PORTUGAL - INFORMÁTICA, S.A.;RUA GREGÓRIO LOPES, LOTE 1514;LISBOA;1400-195;LISBOA;LISBOA;LISBOA;213035400;213035400;epson@epson.pt;www.epson.pt;502410914;36963416.08;22;Director de Marketing;;José Manuel Aguincha
450478359;80100;GRUPO 8 - VIGILÂNCIA E PREVENÇÃO ELECTRÓNICA, LDA;AVENIDA ESTADOS UNIDOS DA AMÉRICA, 23 1º DTO.;LISBOA;1749-089;LISBOA;LISBOA;LISBOA;218432801;218473248;grupo8@grupo8.pt;www.grupo8.pt;500131210;36762286.86;2097;Director de Marketing;;Miguel Morgado
453093494;45110;SÃO CONRADO - AUTOMÓVEIS, S.A.;RUA SANTA LUZIA, 1022/1030;PORTO;4250-415;PORTO;PORTO;PORTO;228348900;228348919;sconrado@sconrado.pt;www.sconrado.pt;501279555;36740762.7;81;Director de Marketing;;José Alves
455335919;81210;IBERLIM - SOCIEDADE TÉCNICA DE LIMPEZAS, S.A.;ESTRADA OCTÁVIO PATO, 7 - COMPLEXO VALE DA SERRA;SÃO MARCOS;2735-521;AGUALVA-CACÉM;SINTRA;LISBOA;210420600;210420608;iberlim@iberlim.pt;www.iberlim.pt;503501670;36623495;3572;Director de Marketing;Dra.;Elsa Cristina Serrão Cunha Garcia
449060847;46900;3M PORTUGAL, LDA;RUA CONDE REDONDO, 98/102;LISBOA;1169-009;LISBOA;LISBOA;LISBOA;213134500;213134680;innovation.pt@mmm.com;www.3m.pt;500193940;36609562.11;80;Director de Marketing;Dr.;Paulo Almeida
452742943;21201;HIKMA FARMACÊUTICA (PORTUGAL), S.A.;ESTRADA RIO DA MÓ, 8/8A/8B - FERVENÇA;TERRUGEM;2705-906;TERRUGEM SNT;SINTRA;LISBOA;219608410;219615102;geral@hikma.pt;www.hikma.pt;502266791;36592079;260;Director de Marketing;Dr.;João Martins
452057631;47910;ORIFLAME - COSMÉTICOS, LDA;ESTRADA TALAIDE - CRUZAMENTO DE SÃO MARCOS, PAVILHÃO 4;SÃO MARCOS;2735-503;AGUALVA-CACÉM;SINTRA;LISBOA;214279622;214262086;pedro.oliveira@oriflame.pt;www.oriflame.pt;501955615;36589664.06;79;Director de Marketing;;Fátima Antunes
454577206;28250;SISTAVAC - SISTEMAS DE AQUECIMENTO, VENTILAÇÃO E AR CONDICIONADO, S.A.;RUA MONTE DOS PIPOS, ARMAZEM 7;GUIFÕES;4460-059;GUIFÕES;MATOSINHOS;PORTO;229571160;218376606;tiago.maul@sistavac.pt;www.sistavac.pt;502808004;36559860.4;94;Director de Marketing;Dra.;Ana Soares
453223992;46510;INFORLÂNDIA - SISTEMAS E SERVIÇOS DE INFORMÁTICA, LDA;RUA SANTA RITA, EDIFÍCIO NATURAL PARK 85-L6 - VILAR;AVEIRO;3810-167;AVEIRO;AVEIRO;AVEIRO;234340800;234343816;vendas@inforlandia.pt;www.inforlandia.pt;502425296;36240837.32;96;Director de Marketing;Dra.;Maria do Rosário Beja das Neves Belchior
455588905;46460;LUNDBECK PORTUGAL - PRODUTOS FARMACEUTICOS, UNIPESSOAL, LDA;RUA DA QUINTA DA QUINTÃ, 4/4A PISO 0 - EDIFÍCIO DOM JOÃO I  - QUINTA DA FONTE;PAÇO DE ARCOS;2770-203;PAÇO DE ARCOS;OEIRAS;LISBOA;210045900;210045999;sncinfo@lundbeck.com;www.lundbeck.com;503573922;35978612.43;28;Director de Marketing;Dr.;Jose Custodio
449744325;11021;ESPORÃO, S.A.;AVENIDA DO RESTELO, 44;LISBOA;1400-315;LISBOA;LISBOA;LISBOA;213031300;213019968;esporao@esporao.com;www.esporao.com;500116377;35948914.76;206;Director de Marketing;Dr.;Filipe Caetano
452055452;49410;TORRESTIR - TRANSPORTES NACIONAIS E INTERNACIONAIS, S.A.;RUA PARQUE COMERCIAL;BRAGA;4715-216;BRAGA;BRAGA;BRAGA;253680100;289512728;distribuicao@torrestir.pt;www.torrestir.pt;501929797;35927365.25;4;Director de Marketing;;Fernando Carvalho
337841154;55114;GRUPO PESTANA POUSADAS - INVESTIMENTOS TURÍSTICOS, S.A.;RUA JAU, 54;LISBOA;1300-314;LISBOA;LISBOA;LISBOA;218442000;218442088;info@pousadas.pt;www.pousadas.pt;506619508;35914839;874;Director de Marketing;Dr.;Manuel Bio
454670035;38321;RECIFEMETAL - RECICLAGEM DE FERROS E METAIS, S.A.;RUA ESPARGAL, 38;ARRANHÓ;2630-048;ARRANHÓ;ARRUDA DOS VINHOS;LISBOA;219687430;219687440;recifemetal@ambigroup.com;www.ambigroup.com;503108308;35689620.82;34;Director de Marketing;;Samuel Ferreira
454930603;25110;FEPRONOR - FERRO PRONTO DO NORTE, SOCIEDADE UNIPESSOAL, LDA;ZONA INDUSTRIAL DAS CANTARIAS, LOTE 199/200;SORTES;5300-903;SORTES;BRAGANÇA;BRAGANÇA;273300800;273300808;fepronor@mail.telepac.pt;www.fepromar.com;503319244;35530762.38;9;Director de Marketing;;Luis Manuel Afonso Gonçalves
449225130;46422;INVESTSHOES - DISTRIBUIDORES DE CALÇADO S.A.;ALAMEDA DA ILHA, 154;ESMORIZ;3885-400;ESMORIZ;OVAR;AVEIRO;256790180;256790189;info@aeroshoes.pt;www.aerosoles.com;504139100;35363019.13;218;Director de Marketing;Dra.;Sara Ferreira Lemos
452130644;47610;LIVRARIA BERTRAND - SOCIEDADE DE COMÉRCIO LIVREIRO, S.A.;RUA PROFESSOR JORGE DA SILVA HORTA, 1;LISBOA;1500-499;LISBOA;LISBOA;LISBOA;217626000;210305501;info@bertrand.pt;www.bertrand.pt;501526870;35205206.31;415;Director de Marketing;;Teresa Figueiredo
449169820;28221;SCHINDLER, S.A.;AVENIDA TOMÁS RIBEIRO, 39;CARNAXIDE;2795-574;CARNAXIDE;OEIRAS;LISBOA;214245500;214245577;;;500261547;35165849.28;200;Director de Marketing;Eng.;Joaquim Martins
452108814;42220;E.P.M.E. - EMPRESA PORTUGUESA DE MONTAGENS ELÉCTRICAS, S.A.;PRACETA DA CASTANHEIRA;MAIA;4475-019;MAIA;MAIA;PORTO;229431300;229431301;maia@epme.pt;www.epme.pt;501530525;35164995.3;250;Director de Marketing;Eng.;Patrício Martins
450504261;46430;SONICEL - SOCIEDADE NACIONAL DE COMÉRCIO DE ELECTRODOMÉSTICOS, S.A.;PRACETA FÁBRICAS, 5;CARNAXIDE;2790-064;CARNAXIDE;OEIRAS;LISBOA;214245300;214245389;sonicel.sa@sonicel.pt;www.sonicel.pt;501410902;35143276.72;18;Director de Marketing;Dr.;Filipe Nogueira
450680780;46460;PHARMACIA CORPORATION LABORATORIOS, LDA;AVENIDA DO FORTE, 3 - EDIFICIO SUECIA II;CARNAXIDE;2790-073;CARNAXIDE;OEIRAS;LISBOA;214249200;214249299;;www.pharmacia.com;501339230;35083648.73;204;Director de Marketing;;Fernando Almeida
453919268;45110;CIMPOMÓVEL - VEÍCULOS LIGEIROS, S.A.;ESTRADA NACIONAL 10 KM 11, EDIFÍCIO CIMPOMOVEL;SANTA IRIA DE AZÓIA;2690-370;SANTA IRIA DE AZÓIA;LOURES;LISBOA;219569300;219563804;suzuki@cvl.pt;www.suzuki.pt;502930004;35081369.91;19;Director de Marketing;Dra.;Ana Cristina dos Ramos Guerreiro
449031681;22292;KEY PLASTICS PORTUGAL, S.A.;VALE DA ARIEIRA;VALE ARIEIRA;2400-491;LEIRIA;LEIRIA;LEIRIA;244819200;244812177;kpp@kpp.pt;www.kpp.pt;500187738;35057683.22;470;Director de Marketing;Eng.;Nuno Manuel Chalbert Queiroz Romero
450470786;10912;ALIMENTAÇÃO ANIMAL NANTA, S.A.;ESTAÇÃO - RIO DE GALINHAS;MARCO DE CANAVESES;4630-221;MARCO DE CANAVESES;MARCO DE CANAVESES;PORTO;255538220;255538221;e.moreira@nutreco.com;www.nanta.pt;501120440;34940001.91;57;Director de Marketing;;Antonio Augusto Santana
338159320;22210;PROBOS - PLÁSTICOS, S.A.;ESTRADA NACIONAL 13;MINDELO;4486-851;MINDELO;VILA DO CONDE;PORTO;229287000;229271215;proedge@probos.pt;www.probos.pt;503811823;34860385;210;Director de Marketing;Eng.;Paulo Manuel Mesquita Soares Moutinho
454623976;46720;SAPA PORTUGAL - EXTRUSÃO E DISTRIBUIÇÃO DE ALUMÍNIO, S.A.;ZONA INDUSTRIAL DA ABRUNHEIRA, EDIFICIO 2, 1ºA/D - SINTRA BUSINESS PARK;ABRUNHEIRA;2710-089;SINTRA;SINTRA;LISBOA;219252600;212260476;info.geral.pt@sapagroup.com;www.sapabuildingsystem.com/pt;511055846;34804766.2;201;Director de Marketing;Dr.;Orlando Sampaio
450672506;31091;J.J.LOURO PEREIRA, S.A.;RUA DOUTOR CARLOS NUNES FERREIRA, S/N;AMIAIS DE CIMA;2025-012;ABRÃ;SANTARÉM;SANTARÉM;249877060;249870365;geral@jjlouro.com;www.jjlouro.com;501135227;34781478.67;756;Director de Marketing;Dr.;Ricardo Pereira
449225239;41100;NORTESHOPPING 2 - GESTÃO DO CENTRO COMERCIAL, S.A.;RUA DE AMÍLCAR CABRAL, 23;LISBOA;1750-018;LISBOA;LISBOA;LISBOA;229571300;229571301;;www.sonae.pt;504102036;34760442;18;Director de Marketing;Dra.;Paula Coelho
453560450;56107;TELEPIZZA PORTUGAL - COMÉRCIO DE PRODUTOS ALIMENTARES, S.A.;RUA GENERAL FIRMINO MIGUEL, 3 TORRE 2 9.A E B;LISBOA;1600-100;LISBOA;LISBOA;LISBOA;217219800;217166314;geral@telepizza.pt;www.telepizza.pt;502796251;34551021.69;1316;Director de Marketing;Dr.;João Andre
457876761;46350;BEIRADIS - COMÉRCIO DE MÁQUINAS E PRODUTOS ALIMENTARES, LDA;PARQUE EMPRESARIAL DE EIRAS, LOTE 6;COIMBRA;3020-265;COIMBRA;COIMBRA;COIMBRA;239497170;239497179;info@beiradis.com;www.nutriva.pt;504013416;34548093.36;96;Director de Marketing;Dra.;Sandra Isabel Lisboa da Silva
453479289;59140;WARNER LUSOMUNDO, SOCIEDADE IBERICA DE CINEMAS, LDA;AVENIDA 5 DE OUTUBRO, 208;LISBOA;1050-065;LISBOA;LISBOA;LISBOA;217824400;217824487;servicos.clientes@warnerbros.com;www.warnerlusomundo.pt;502584890;34517000;400;Director de Marketing;Dra.;Mafalda Moraes
453383960;46460;RATIOPHARM - COMÉRCIO E INDÚSTRIA DE PRODUTOS FARMACÊUTICOS, LDA;RUA QUINTA DO PINHEIRO, 16 6º - EDIFICIO TEJO;CARNAXIDE;2790-143;CARNAXIDE;OEIRAS;LISBOA;214248000;214248999;info@ratiopharm.pt;www.ratiopharm.pt;502414910;34360928.29;68;Director de Marketing;;João Paulo Nascimento
449591379;61200;ALCATEL - COMUNICAÇÃO DE EMPRESA, S.A.;RUA DO MOINHO DA BARRUNCHADA, 2;CARNAXIDE;2795-544;CARNAXIDE;OEIRAS;LISBOA;214859000;214169518;s24.alcatel@mail.telepac.pt;;500333556;34070593.86;214;Director de Marketing;Eng.;Henrique Gomes
452334311;25610;LAMPRE PORTUGUESA - REVESTIMENTO E TRANSFORMAÇÃO DE METAIS, LDA;ESTRADA NACIONAL 247 AO KM 65 - CARNE ASSADA;SINTRA;2710-234;SINTRA;SINTRA;LISBOA;219608470;219615193;np78rd@mail.telepac.pt;www.lampre.com;502103639;34004246.12;49;Director de Marketing;;Carlos Monteiro Ferreira
454248535;21201;MEPHA - INVESTIGAÇÃO, DESENVOLVIMENTO E FABRICAÇÃO FARMACÊUTICA, LDA;EDIFICIO LAGOAS PARK, EDIFICO 5A, PISO 2;PORTO SALVO;2740-298;PORTO SALVO;OEIRAS;LISBOA;214767550;214763667;mepha@mepha.pt;www.mepha.pt;502919639;33996756.87;71;Director de Marketing;;Pedro Miguel Marques Almeida Pera
450345848;17211;NORBOX - EMBALAGENS, S.A.;AVENIDA 16 DE MAIO - ZONA INDUSTRIAL;OVAR;3880-102;OVAR;OVAR;AVEIRO;256580950;256580952;geral@norbox.pt;www.norbox.pt;500411298;33961805.68;166;Director de Marketing;Dr.;Ilidio Jose Oliveira Barros Praça
449122100;46731;SARDINHA & LEITE, S.A.;RUA DA VOLTINHA;PEDROSO;4415-369;PEDROSO;VILA NOVA DE GAIA;PORTO;227860100;227860109;geral@gruposl.pt;www.sardinha-leite.pt;500242453;33937668.17;169;Director de Marketing;Eng.;Domingos José Ferreira Duarte
449081975;11021;SOGEVINUS FINE WINES, S.A.;AVENIDA DIOGO LEITE, 344;VILA NOVA DE GAIA;4400-111;VILA NOVA DE GAIA;VILA NOVA DE GAIA;PORTO;223746660;223746699;financeiro@sogevinus.com;www.sogevinus.com;500000026;33920361.17;151;Director de Marketing;;Celia Lima
450293840;46740;PECOL - SISTEMAS DE FIXAÇÃO, S.A.;RASO DE PAREDES;RASO DE PAREDES;3750-316;ÁGUEDA;ÁGUEDA;AVEIRO;234612900;234612901;pecol.sa@pecol.pt;www.pecol.pt;501425527;33911300.69;243;Director de Marketing;;Gonçalo Eiras
449745785;20520;SAINT-GOBAIN - WEBER CIMENFIX - ARGAMASSAS INDUSTRIAIS, S.A.;ZONA INDUSTRIAL DA TABOEIRA;AVEIRO;3800-055;AVEIRO;AVEIRO;AVEIRO;234301130;234301148;margarida.felix@weber-cimenfix.com;www.weber-cimenfix.com;500778027;33900632.73;137;Director de Marketing;Eng.;César Correia
450626593;46610;CNH PORTUGAL - COMÉRCIO DE TRACTORES E MÁQUINAS AGRÍCOLAS, LDA;RUA QUINTA DO PAIZINHO, 2 1º;CARNAXIDE;2790-237;CARNAXIDE;OEIRAS;LISBOA;214245940;214245941;odete.costa@cnh.com;www.newholland.com;501542078;33739665.96;17;Director de Marketing;Dr.;Gonçalo Carvalho
449216845;31010;HAWORTH PORTUGAL - MOBILIÁRIO DE ESCRITÓRIO, S.A.;RUA CONSIGLIERI PEDROSO, 68;QUELUZ DE BAIXO;2730-053;BARCARENA;OEIRAS;LISBOA;214345000;214362250;cortal@mail.telepac.pt;www.haworth.pt;500077622;33621324.91;400;Director de Marketing;Eng.;Jorge Nascimento
450642632;52292;SDV (PORTUGAL) - TRANSITÁRIOS, LDA;AZINHAGA DOS LAMEIROS, CPL EDIFÍCIO  9;LISBOA;1600-485;LISBOA;LISBOA;LISBOA;217102900;217102990;sdvportugal@sdv.com;www.sdv.com;501351345;33576138.02;80;Director de Marketing;Dr.;Manuel Fernandes
449026293;11050;EMPRESA DE CERVEJAS DA MADEIRA, LDA;PARQUE EMPRESARIAL DA ZONA OESTE P.E.Z.O. - RIBEIRA DOS SOCORRIDOS;CÂMARA DE LOBOS;9304-003;CÂMARA DE LOBOS;CÂMARA DE LOBOS;FUNCHAL (ILHA DA MADEIRA);291911100;291911151;coral@mail.telepac.pt;www.ecm.pt;511001720;33541263.23;250;Director de Marketing;Dr.;João Rodrigues
454804584;49310;RODOVIÁRIA DE LISBOA, S.A;AVENIDA BRASIL, 45 1º;LISBOA;1749-053;LISBOA;LISBOA;LISBOA;217928180;217937869;rl@mail.telepac.pt;www.rodoviariadelisboa.pt;503418455;33434705.48;784;Director de Marketing;Dra.;Carla Eduarda Madeira Pires
449155803;68311;LUSOTUR - SOCIEDADE FINANCEIRA DE TURISMO, S.A.;VILAMOURA;QUARTEIRA;8125-468;QUARTEIRA;LOULÉ;FARO;289310900;289310909;andre.jordan@mail.telepac.pt;;500171483;33395900.88;202;Director de Marketing;Eng.;Correia Silva
449110048;10620;COPAM - COMPANHIA PORTUGUESA DE AMIDOS, S.A.;ESTRADA NACIONAL 10;SÃO JOÃO DA TALHA;2695-719;SÃO JOÃO DA TALHA;LOURES;LISBOA;219947500;219558689;copam@copam.pt;www.copam.pt;500076138;33364947.26;117;Director de Marketing;;Jose Carmona e Costa
450516240;42120;NEOPUL - SOCIEDADE DE ESTUDOS E CONSTRUÇÕES, S.A.;RUA DA TAPADA DA QUINTA DE CIMA - SINTRA-CASCAIS;LINHÓ;2714-555;SINTRA;SINTRA;LISBOA;219104000;217543240;geral@neopul.com;www.neopul.com;501378375;33286249;254;Director de Marketing;Dr.;Luís Manuel Pereira Garcêz
449467141;47300;ANIBAL ANTUNES BANDEIRA, LDA;RUA COIMBRA;LOUSÃ;3200-222;LOUSÃ;LOUSÃ;COIMBRA;239993275;239996053;anibal.bandeira@sapo.pt;;501736778;33221925.18;44;Director de Marketing;;João Carlos Neves Bandeira
453016669;85420;COFAC - COOPERATIVA DE FORMAÇÃO E ANIMAÇÃO CULTURAL, C.R.L.;AVENIDA DO CAMPO GRANDE, 376;LISBOA;1700-097;LISBOA;LISBOA;LISBOA;217515500;217577006;ismag-isht@clix.pt;www.ulusofona.pt;501679529;33160490.79;285;Director de Marketing;Dr.;Manuel José Carvalho de Almeida Damásio
450383617;46341;SODICEL - SOCIEDADE DE REPRESENTAÇÕES, S.A.;RUA MÁRTIRES DA PÁTRIA, 5 - EDIFÍCIO SODICEL;LEIRIA;2415-426;LEIRIA;LEIRIA;LEIRIA;244829960;244829961;sodicel@sodicel.pt;www.sodicel.pt;500270716;33137387.74;265;Director de Marketing;Dr.;Vitor Manuel Lopes Marques
449129279;21201;SEBER PORTUGUESA FARMACÊUTICA, S.A.;AVENIDA ENGENHEIRO DUARTE PACHECO, TORRE 2 7ºPISO Nº1;LISBOA;1070-102;LISBOA;LISBOA;LISBOA;213822200;219374237;medicamentos@seber-farmaceutica.pt;;500243484;33061034.62;108;Director de Marketing;Dr.;Henrique Manuel dos Santos Silva
452300783;46660;MULTIOPTICAS DE GESTÃO, S.A.;RUA DO CARMO, 102;LISBOA;1200-094;LISBOA;LISBOA;LISBOA;213234500;213234593;dirfinanceira@multiopticas.pt;;502033231;33020173;369;Director de Marketing;;João Pedro Gorito Cerveira
457838969;62020;WIPRO PORTUGAL, S.A.;RUA ENGENHEIRO FREDERICO ULRICH, 2650 EDIFÍCIO WIPRO - MOREIRA;MAIA;4470-605;MAIA;MAIA;PORTO;226077500;226077401;info_pt@enabler.com;www.wipro.com/retail/retail;503961175;32685231;280;Director de Marketing;;Mike Davies
454410689;23630;LENOBETÃO, S.A.;PORTELA;BOLEIROS;2495-310;FÁTIMA;OURÉM;SANTARÉM;244749100;;geral@lenobetao.pt;www.lenobetao.pt;502917679;32649345.54;50;Director de Marketing;Dr.;Luis Parreira
449158484;43210;PINTO & BENTES, S.A.;AVENIDA ALMIRANTE GAGO COUTINHO, 161 - BAIRRO OURESSA;ALGUEIRÃO-MEM MARTINS;2725-685;MEM MARTINS;SINTRA;LISBOA;219248260;219248278;pb@pintobentes.pt;www.pintoebentes.pt;500217858;32642684.16;416;Director de Marketing;;Luis Roque
450669791;71120;EURICO FERREIRA, S.A.;RUA POENTE, 166 - TROFA VELHA - ALDEIAS DE CIMA;SANTIAGO DO BOUGADO;4785-509;TROFA;TROFA;PORTO;252400610;252400619;euricoferreira@euricoferreira.pt;www.euricoferreira.pt;501455795;32630242.67;184;Director de Marketing;Dr.;Hélder Moura
336125849;45110;JAGUAR LAND ROVER PORTUGAL - VEÍCULOS E PEÇAS, LDA;AVENIDA PRAIA DA VITÓRIA, 71A 8º - EDIFÍCIO MONUMENTAL;LISBOA;1050-183;LISBOA;LISBOA;LISBOA;214309700;214309794;jaguar@jaguar.pt;;504998803;32469327.75;4;Director de Marketing;Dr.;Pedro Figueiredo
455127191;49410;S.D.F.PORTUGAL - SERVIÇOS DE DISTRIBUIÇÃO FRIGORÍFICA, LDA;QUINTA DO ANABIQUE;PÓVOA DE SANTA IRIA;2625-090;PÓVOA DE SANTA IRIA;VILA FRANCA DE XIRA;LISBOA;219539500;219573687;sdf@mail.telepac.pt;www.sdf.pt;503440523;32456670.84;286;Director de Marketing;;Luis Silva
449195379;77110;SOVIAL - SOCIEDADE DE VIATURAS DE ALUGUER, LDA;AVENIDA MARECHAL CRAVEIRO LOPES, 2 2º E 3º;LISBOA;1700-284;LISBOA;LISBOA;LISBOA;217547800;217547994;miguel.ferreira@avis-portugal.pt;www.avis.com.pt;500276404;32387256.75;189;Director de Marketing;;Luis Manuel Sousa G.Camões Vasconcelos
453213746;28991;ARCEN - ENGENHARIA, S.A.;RUA DE SÃO CAETANO, 125;CANELAS;4410-494;CANELAS VNG;VILA NOVA DE GAIA;PORTO;227637130;227637159;sales@arcen.pt;www.arcen.pt;502419253;32336029.98;116;Director de Marketing;Eng.;Sergio Barbosa Pinho
449099340;20301;SIKA PORTUGAL - PRODUTOS CONSTRUÇÃO E INDÚSTRIA, S.A.;RUA DE SANTARÉM, 113;VILA NOVA DE GAIA;4400-292;VILA NOVA DE GAIA;VILA NOVA DE GAIA;PORTO;223776900;223702012;info@pt.sika.com;www.sika.pt;500251479;32083174.75;112;Director de Marketing;;Arménio Reis
452838584;58130;PÚBLICO - COMUNICAÇÃO SOCIAL, S.A.;RUA JOÃO DE BARROS, 265;PORTO;4150-414;PORTO;PORTO;PORTO;210111000;210111015;publico@publico.pt;www.publico.pt;502265094;32030756.12;251;Director de Marketing;Dr.;João Porto
450621131;46341;VIBOREL - DISTRIBUIÇÃO, S.A.;RUA TÂSCOA, COMPLEXO CREL BELAVISTA ARMAZEM 21/25 - MASSAMA;QUELUZ;2745-851;QUELUZ;SINTRA;LISBOA;214398310;214398319;viborel@viborel.pt;www.viborel.pt;501439994;31993775.81;56;Director de Marketing;Dr.;Pedro Rocha
509911025;46382;IGLO PORTUGAL - COMERCIALIZAÇÃO E PRODUÇÃO DE PRODUTOS ALIMENTARES, SOCIEDADE UNIPESSOAL LDA;LAGOAS PARK, EDIFÍCIO 5C 1.ANDAR;PORTO SALVO;2740-298;PORTO SALVO;OEIRAS;LISBOA;211111540;211111560;iglo.portugal@iglo.com;www.iglo.pt;507893565;31975967.01;23;Director de Marketing;;Daniel Fonseca
449851505;46711;SCALEA - COMBUSTÍVEIS, S.A.;AVENIDA DESCOBRIMENTOS, 63 1º;ANTAS;4760-011;VILA NOVA DE FAMALICÃO;VILA NOVA DE FAMALICÃO;BRAGA;252303100;252303109;geral@scalea.pt;www.scalea.pt;504336070;31941421.19;15;Director de Marketing;;Flávio Silva
450057745;46494;LUTA II - DISTRIBUIÇÃO DE PRODUTOS DE CONSUMO, S.A.;RUA FISGAS, 40;ALCOITÃO;2645-117;ALCABIDECHE;CASCAIS;LISBOA;244678830;219212629;aluta@aluta.pt;www.aluta.pt;506378667;31897280.58;125;Director de Marketing;Dr.;Joaquim Seguro Dias
449842426;92000;ITI - SOCIEDADE DE INVESTIMENTOS TURÍSTICOS NA ILHA DA MADEIRA, S.A.;RUA IMPERATRIZ DONA AMÉLIA, 55;FUNCHAL;9000-018;FUNCHAL;FUNCHAL;FUNCHAL (ILHA DA MADEIRA);291209200;291223717;pestanacph@mail.telepac.pt;www.pestana.com;511008740;31845210.65;277;Director de Marketing;Dra.;Teresa Gonçalves
452447519;46732;PIFERTUBOS - INDÚSTRIA E COMÉRCIO DE TUBOS E ACESSÓRIOS, S.A.;ESTRADA NACIONAL 10 AO KM 127.2 - POLIGONO DE ACTIVIDADE A9;ALVERCA DO RIBATEJO;2615-130;ALVERCA DO RIBATEJO;VILA FRANCA DE XIRA;LISBOA;210031500;210031501;pifertubos@pifertubos.pt;www.pifertubos.pt;501321640;31828258.89;142;Director de Marketing;;Ana Paula Rocha
449066034;14140;CONFETIL - CONFECÇÕES TÊXTEIS, S.A.;RUA SANTO CONDESTÁVEL, 320;MAIA;4470-276;MAIA;MAIA;PORTO;229619100;229619104;comercial@confetil.com;www.confetil.com;500071527;31778924.28;309;Director de Marketing;;Alain Hilal Picciotto
450478805;46430;MXK - ELECTRODOMESTICOS, S.A.;RUA PROJECTADA A RUA 3, BLOCO 1 3.B/D - URBANIZAÇÃO DA MATINHA;LISBOA;1900-796;LISBOA;LISBOA;LISBOA;218684735;214452029;savlov@mail.telepac.pt;;501269320;31773910.12;40;Director de Marketing;;Fernando Jorge Soares
449896617;27330;NEOPLÁSTICA - INDÚSTRIA DE PLÁSTICOS, S.A.;LUGAR DE LAVATÃES;REFOJOS DE RIBA DE AVE;4825-309;REFOJOS DE RIBA DE AVE;SANTO TIRSO;PORTO;252800880;252800890;st.info@kpfilms.com;www.neoplastica.com;504724495;31509661.53;127;Director de Marketing;Dra.;Valesca Hug
449080910;20301;BARBOT - INDÚSTRIA DE TINTAS, S.A.;RUA DA PALMEIRA, 240;VILA NOVA DE GAIA;4430-163;VILA NOVA DE GAIA;VILA NOVA DE GAIA;PORTO;227169200;227169218;barbot@barbot.pt;www.barbot.pt;500527520;31439490.46;207;Director de Marketing;;Cristina Verissimo
453814790;62020;CAPGEMINI PORTUGAL - SERVIÇOS DE CONSULTORIA E INFÓRMATICA, S.A.;RUA COLÉGIO MILITAR, 37F 10º;LISBOA;1500-180;LISBOA;LISBOA;LISBOA;214122200;214122299;geral.pt@capgemini.com;www.pt.capgemini.com;502829257;31090000;442;Director de Marketing;;Sandra Cordeiro
450619044;10612;SALUDÃES - DESCASCADORA DE ARROZ SALUTAR DE ADÃES, S.A.;LUGAR DE ADÃES;UL;3720-581;UL;OLIVEIRA DE AZEMÉIS;AVEIRO;;;;;500933847;31026062.19;68;Director de Marketing;Dr.;Henrique Megre Ramos
449848746;46712;J.H.ORNELAS & CA., SUCESSOR, LDA;AVENIDA INFANTE DOM HENRIQUE, 45;PONTA DELGADA;9500-150;PONTA DELGADA;PONTA DELGADA;PONTA DELGADA (ILHA DE SÃO MIGUEL);296205350;296205359;jho@mail.telepac.pt;www.bensaude.pt;512000956;31001476.63;93;Director de Marketing;Dr.;Luis Filipe Lima Tavares Melo
336496174;47410;G BIT - INFORMÁTICA, LDA;RUA DO CAULINO, 231 - ALFENA BUSINESS CENTER;ALFENA;4445-259;ALFENA;VALONGO;PORTO;229688430;229688439;geral@g-bit.com;www.gbit.pt;505011042;30976042.68;49;Director de Marketing;Dr.;Pedro Castro
449159839;10891;PURATOS - PRODUTOS E ARTIGOS PARA A INDÚSTRIA ALIMENTAR, S.A.;AVENIDA DOUTOR LUÍS SÁ, 24 - ZONA INDUSTRIAL DA ABRUNHEIRA;ABRUNHEIRA;2710-022;SINTRA;SINTRA;LISBOA;219158300;219259405;portugal@puratos.pt;www.puratos.pt;500224765;30960581.93;169;Director de Marketing;;Rita Reis de Aboim Inglez
